Date,Price,Open,High,Low,Vol.,Change %
2019-01-21,0.004059,0.003947,0.004181,0.003947,441.49M,2.84%
2019-01-22,0.004523,0.00407,0.004535,0.004066,951.53M,11.43%
2019-01-23,0.004348,0.004523,0.004571,0.004264,672.46M,-3.87%
2019-01-24,0.004379,0.004358,0.004406,0.004221,307.08M,0.71%
2019-01-25,0.004298,0.004383,0.004399,0.004265,156.61M,-1.85%
2019-01-26,0.004332,0.004298,0.004403,0.004298,196.40M,0.79%
2019-01-27,0.004136,0.004332,0.004333,0.004015,429.42M,-4.52%
2019-01-28,0.003904,0.004136,0.004151,0.003733,642.19M,-5.61%
2019-01-29,0.003874,0.003924,0.00398,0.003728,449.95M,-0.77%
2019-01-30,0.004002,0.003875,0.00409,0.003827,408.18M,3.30%
2019-01-31,0.003886,0.004002,0.004048,0.003793,399.08M,-2.90%
2019-02-01,0.003901,0.003887,0.00394,0.003788,217.04M,0.39%
2019-02-02,0.003929,0.003902,0.00395,0.003845,119.99M,0.72%
2019-02-03,0.00386,0.003939,0.003939,0.003821,127.34M,-1.76%
2019-02-04,0.003813,0.003852,0.003872,0.003783,149.60M,-1.22%
2019-02-05,0.003783,0.003813,0.003845,0.003758,203.03M,-0.79%
2019-02-06,0.00363,0.003783,0.003792,0.003611,282.16M,-4.04%
2019-02-07,0.003686,0.003624,0.003767,0.003619,191.35M,1.54%
2019-02-08,0.00395,0.003686,0.004099,0.003657,385.70M,7.16%
2019-02-09,0.004018,0.003958,0.004023,0.0039,246.84M,1.72%
2019-02-10,0.004022,0.004017,0.004119,0.003911,316.44M,0.10%
2019-02-11,0.003905,0.004023,0.004024,0.003878,211.66M,-2.91%
2019-02-12,0.003923,0.003905,0.003949,0.003834,208.72M,0.46%
2019-02-13,0.003852,0.003923,0.003968,0.003822,178.41M,-1.81%
2019-02-14,0.003861,0.003852,0.003931,0.00381,130.26M,0.23%
2019-02-15,0.003929,0.00386,0.003967,0.003826,257.75M,1.76%
2019-02-16,0.004089,0.003928,0.004185,0.003907,488.69M,4.07%
2019-02-17,0.004111,0.004085,0.004196,0.00398,334.90M,0.54%
2019-02-18,0.004344,0.004116,0.004399,0.004098,503.35M,5.67%
2019-02-19,0.004271,0.00434,0.004466,0.00425,567.22M,-1.68%
2019-02-20,0.004343,0.00427,0.004356,0.004155,329.62M,1.69%
2019-02-21,0.004464,0.004332,0.004672,0.004274,772.87M,2.79%
2019-02-22,0.004763,0.004466,0.004952,0.004457,1.08B,6.70%
2019-02-23,0.004885,0.004762,0.004951,0.004636,834.92M,2.56%
2019-02-24,0.004336,0.004876,0.005,0.004152,1.22B,-11.24%
2019-02-25,0.004541,0.004338,0.004595,0.004313,690.18M,4.73%
2019-02-26,0.00456,0.004539,0.004734,0.004474,562.56M,0.42%
2019-02-27,0.004534,0.00456,0.0047,0.004394,448.08M,-0.57%
2019-02-28,0.004552,0.004545,0.004585,0.00443,318.14M,0.40%
2019-03-01,0.004555,0.004551,0.004595,0.004509,178.94M,0.07%
2019-03-02,0.004469,0.004546,0.004561,0.004424,184.79M,-1.89%
2019-03-03,0.004408,0.004467,0.004502,0.004365,150.22M,-1.36%
2019-03-04,0.004206,0.004398,0.004437,0.004025,367.23M,-4.58%
2019-03-05,0.00433,0.004206,0.004394,0.004165,415.52M,2.95%
2019-03-06,0.004301,0.004332,0.004376,0.004246,271.91M,-0.67%
2019-03-07,0.00447,0.004304,0.004569,0.004227,417.20M,3.93%
2019-03-08,0.004395,0.00447,0.00462,0.004294,481.99M,-1.68%
2019-03-09,0.004852,0.004397,0.004875,0.004379,680.90M,10.40%
2019-03-10,0.004697,0.004849,0.004953,0.00461,539.57M,-3.19%
2019-03-11,0.004642,0.004692,0.004718,0.004471,424.98M,-1.17%
2019-03-12,0.005289,0.004644,0.005509,0.00453,1.27B,13.94%
2019-03-13,0.005082,0.005287,0.005386,0.005026,893.09M,-3.91%
2019-03-14,0.00518,0.005086,0.005204,0.004975,696.18M,1.93%
2019-03-15,0.005299,0.005181,0.005425,0.005105,519.64M,2.30%
2019-03-16,0.005305,0.005295,0.005453,0.005221,493.82M,0.11%
2019-03-17,0.005196,0.005314,0.005331,0.005114,313.96M,-2.05%
2019-03-18,0.005272,0.005196,0.005314,0.00512,255.83M,1.46%
2019-03-19,0.005381,0.005275,0.0054,0.005164,278.44M,2.07%
2019-03-20,0.005651,0.005382,0.005799,0.00528,632.35M,5.02%
2019-03-21,0.005601,0.005653,0.006044,0.0052,1.19B,-0.88%
2019-03-22,0.005761,0.005603,0.005877,0.005508,745.32M,2.86%
2019-03-23,0.00588,0.005764,0.006053,0.005756,566.17M,2.07%
2019-03-24,0.005747,0.005869,0.005875,0.005676,367.84M,-2.26%
2019-03-25,0.005611,0.005752,0.005784,0.00538,455.64M,-2.37%
2019-03-26,0.005513,0.005612,0.005676,0.005303,294.73M,-1.75%
2019-03-27,0.005655,0.005513,0.005755,0.005489,496.47M,2.58%
2019-03-28,0.005827,0.005657,0.005855,0.005603,233.24M,3.04%
2019-03-29,0.005937,0.005821,0.005937,0.00578,247.14M,1.89%
2019-03-30,0.005907,0.005943,0.005975,0.0057,280.05M,-0.51%
2019-03-31,0.006091,0.005907,0.006237,0.005884,407.86M,3.11%
2019-04-01,0.006273,0.006091,0.00638,0.006014,364.47M,2.99%
2019-04-02,0.00722,0.006276,0.007337,0.006276,1.12B,15.10%
2019-04-03,0.007261,0.007223,0.007936,0.006855,1.27B,0.57%
2019-04-04,0.007191,0.007265,0.00767,0.006906,756.29M,-0.96%
2019-04-05,0.007474,0.007207,0.007551,0.007207,324.88M,3.94%
2019-04-06,0.007552,0.007474,0.007699,0.007336,375.97M,1.04%
2019-04-07,0.007613,0.007577,0.007848,0.007411,308.85M,0.81%
2019-04-08,0.007407,0.007609,0.007713,0.006893,419.58M,-2.71%
2019-04-09,0.007098,0.007407,0.007415,0.00693,258.56M,-4.17%
2019-04-10,0.007125,0.007066,0.007342,0.007025,295.57M,0.38%
2019-04-11,0.006602,0.007138,0.007157,0.006128,501.83M,-7.34%
2019-04-12,0.006827,0.0066,0.006933,0.006295,354.20M,3.41%
2019-04-13,0.006892,0.006827,0.007025,0.006708,181.28M,0.95%
2019-04-14,0.006902,0.006904,0.006998,0.00672,141.03M,0.15%
2019-04-15,0.006785,0.006908,0.007051,0.006646,277.38M,-1.70%
2019-04-16,0.006962,0.006783,0.007008,0.006692,196.86M,2.61%
2019-04-17,0.007033,0.006961,0.00705,0.006861,139.47M,1.02%
2019-04-18,0.007286,0.007029,0.00748,0.006973,391.84M,3.60%
2019-04-19,0.007183,0.007284,0.007424,0.007082,305.40M,-1.41%
2019-04-20,0.006994,0.007183,0.00722,0.006836,251.20M,-2.63%
2019-04-21,0.006756,0.006996,0.007031,0.006531,228.55M,-3.40%
2019-04-22,0.006936,0.006765,0.007008,0.006652,206.85M,2.66%
2019-04-23,0.006695,0.006936,0.007033,0.006681,270.03M,-3.47%
2019-04-24,0.00639,0.006681,0.006902,0.006089,596.31M,-4.56%
2019-04-25,0.006021,0.006395,0.006595,0.005903,329.20M,-5.77%
2019-04-26,0.006136,0.00604,0.006298,0.005785,347.63M,1.91%
2019-04-27,0.006159,0.006128,0.006352,0.005995,159.49M,0.37%
2019-04-28,0.006083,0.006181,0.006275,0.005974,101.67M,-1.23%
2019-04-29,0.005828,0.006083,0.006113,0.005764,189.70M,-4.19%
2019-04-30,0.006206,0.005833,0.00628,0.005826,160.23M,6.49%
2019-05-01,0.006564,0.006213,0.006591,0.006202,206.96M,5.77%
2019-05-02,0.006477,0.006583,0.006659,0.00628,161.71M,-1.33%
2019-05-03,0.006663,0.006471,0.006769,0.006444,297.61M,2.87%
2019-05-04,0.006476,0.006668,0.006748,0.0063,226.30M,-2.81%
2019-05-05,0.006427,0.006474,0.006514,0.006301,112.35M,-0.76%
2019-05-06,0.0063,0.006447,0.006452,0.006017,199.00M,-1.98%
2019-05-07,0.006115,0.0063,0.006426,0.006115,174.44M,-2.94%
2019-05-08,0.006274,0.006103,0.006335,0.00598,141.44M,2.60%
2019-05-09,0.006031,0.006304,0.006482,0.005871,199.82M,-3.87%
2019-05-10,0.006101,0.006023,0.006165,0.005721,315.14M,1.16%
2019-05-11,0.006377,0.006105,0.00656,0.005846,570.05M,4.52%
2019-05-12,0.006109,0.006315,0.006547,0.005925,417.64M,-4.20%
2019-05-13,0.006367,0.006111,0.006704,0.006043,410.30M,4.22%
2019-05-14,0.00704,0.006354,0.007188,0.006327,704.58M,10.57%
2019-05-15,0.007915,0.007048,0.007974,0.006965,555.89M,12.43%
2019-05-16,0.008153,0.007889,0.0089,0.007194,1.28B,3.01%
2019-05-17,0.007571,0.008157,0.008199,0.006942,943.94M,-7.14%
2019-05-18,0.007714,0.007554,0.008043,0.007334,640.78M,1.89%
2019-05-19,0.007879,0.00773,0.008109,0.007713,757.16M,2.14%
2019-05-20,0.007666,0.007876,0.007995,0.007285,640.39M,-2.70%
2019-05-21,0.00771,0.007658,0.007997,0.007597,732.92M,0.57%
2019-05-22,0.00711,0.007695,0.007811,0.007069,571.77M,-7.78%
2019-05-23,0.007441,0.007102,0.007471,0.006927,425.57M,4.66%
2019-05-24,0.007374,0.00746,0.007556,0.007306,256.56M,-0.90%
2019-05-25,0.00734,0.007353,0.007544,0.007269,158.41M,-0.46%
2019-05-26,0.007523,0.007341,0.007534,0.0071,339.67M,2.49%
2019-05-27,0.00797,0.007504,0.00807,0.007379,734.45M,5.94%
2019-05-28,0.007772,0.007983,0.008185,0.007687,600.63M,-2.48%
2019-05-29,0.007644,0.007737,0.007844,0.007462,619.58M,-1.65%
2019-05-30,0.00747,0.007641,0.008487,0.00707,1.08B,-2.28%
2019-05-31,0.007656,0.007471,0.00783,0.007164,528.01M,2.49%
2019-06-01,0.007404,0.007651,0.007799,0.007326,372.58M,-3.29%
2019-06-02,0.007718,0.007403,0.00781,0.007373,411.87M,4.24%
2019-06-03,0.00717,0.007724,0.007729,0.007153,416.77M,-7.10%
2019-06-04,0.007422,0.007141,0.007608,0.006859,722.72M,3.51%
2019-06-05,0.007652,0.007429,0.00795,0.00721,863.65M,3.10%
2019-06-06,0.00768,0.007653,0.008061,0.0073,615.92M,0.37%
2019-06-07,0.007704,0.007677,0.007881,0.007545,384.78M,0.31%
2019-06-08,0.007607,0.0077,0.007752,0.007443,173.47M,-1.26%
2019-06-09,0.007229,0.007592,0.007607,0.00704,265.95M,-4.97%
2019-06-10,0.007703,0.007229,0.007743,0.007125,349.82M,6.56%
2019-06-11,0.00744,0.007711,0.007716,0.0073,275.01M,-3.41%
2019-06-12,0.0076,0.00744,0.007709,0.007339,282.57M,2.15%
2019-06-13,0.007559,0.007594,0.007722,0.00745,297.69M,-0.54%
2019-06-14,0.007282,0.00754,0.00764,0.007031,580.83M,-3.66%
2019-06-15,0.007328,0.007271,0.007444,0.007258,255.02M,0.63%
2019-06-16,0.007237,0.007323,0.007379,0.007084,527.31M,-1.24%
2019-06-17,0.007364,0.007257,0.007603,0.007235,436.31M,1.75%
2019-06-18,0.007365,0.007366,0.007396,0.007102,296.81M,0.01%
2019-06-19,0.007302,0.007382,0.007399,0.00725,208.70M,-0.86%
2019-06-20,0.006874,0.007314,0.007333,0.006801,370.89M,-5.86%
2019-06-21,0.006732,0.00689,0.00714,0.006648,340.49M,-2.07%
2019-06-22,0.006997,0.006727,0.007645,0.006447,1.14B,3.94%
2019-06-23,0.007218,0.006996,0.007614,0.006931,625.21M,3.16%
2019-06-24,0.007104,0.007216,0.007296,0.00695,262.83M,-1.58%
2019-06-25,0.009343,0.007107,0.010887,0.007107,3.98B,31.52%
2019-06-26,0.008136,0.009323,0.009706,0.007984,2.45B,-12.92%
2019-06-27,0.007822,0.008104,0.008674,0.007501,1.31B,-3.86%
2019-06-28,0.008357,0.007822,0.00856,0.007645,771.52M,6.84%
2019-06-29,0.00912,0.00834,0.009459,0.007779,1.13B,9.13%
2019-06-30,0.008171,0.009162,0.009482,0.008135,1.37B,-10.41%
2019-07-01,0.008086,0.008189,0.008615,0.007676,688.32M,-1.04%
2019-07-02,0.007614,0.008086,0.00815,0.007342,514.16M,-5.84%
2019-07-03,0.007811,0.007617,0.007983,0.0076,423.92M,2.59%
2019-07-04,0.007297,0.007839,0.007936,0.007219,435.02M,-6.58%
2019-07-05,0.007413,0.007268,0.00784,0.007148,593.52M,1.59%
2019-07-06,0.007473,0.007442,0.007678,0.007375,268.95M,0.81%
2019-07-07,0.007458,0.00747,0.00758,0.007353,243.04M,-0.20%
2019-07-08,0.007221,0.007456,0.007562,0.007148,389.58M,-3.18%
2019-07-09,0.007232,0.007221,0.00749,0.007098,379.41M,0.15%
2019-07-10,0.006943,0.007241,0.007322,0.0068,364.09M,-4.00%
2019-07-11,0.006034,0.006944,0.006944,0.005818,491.82M,-13.09%
2019-07-12,0.006866,0.006004,0.007227,0.005905,594.31M,13.79%
